2018-08-17 13:42:07,b'RT @MikeQuindazzi: 6 #EmergingTechnologies providing #AutonomousVehicles with human-like sensing &gt;&gt; @MikeQuindazzi &gt;&gt; #ai #SelfDrivingCars\xe2\x80\xa6'
2018-08-17 13:39:10,"b""RT @JeroenBartelse: Self-driving cars will be safe, we're testing them in a massive AI Sim https://t.co/hn0ikeBDqM via @TheRegister #SelfDr\xe2\x80\xa6"""
2018-08-17 13:38:35,"b""Self-driving cars will be safe, we're testing them in a massive AI Sim https://t.co/hn0ikeBDqM via @TheRegister\xe2\x80\xa6 https://t.co/pQRk1zZBdC"""
2018-08-17 13:37:35,b'#Robot cars start #delivering #groceries in Arizona #AI #selfdrivingcars https://t.co/UWCQq0oI3p via @Verge'
2018-08-17 13:37:01,"b""RT @alvinfoo: 4 ways #AI is tackling the world's biggest problems \n\n#Robots #ML #DL #FutureofWork #EmergingTech #IoT #SelfDrivingCars #Auto\xe2\x80\xa6"""
2018-08-17 13:35:28,"b'As Cars Collect More Data, Companies Try to Move It All Faster https://t.co/JcoOGgEyJD \nvia @nytimes\xe2\x80\xa6 https://t.co/ZRgACP0arj'"
2018-08-17 13:34:05,"b""RT @MikeQuindazzi: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning\xe2\x80\xa6"""
2018-08-17 13:32:48,"b""RT @boschusa: Decades ago, Bosch was researching #selfdrivingcars in Hildesheim, Germany. Today, you can experience how we're teaching vehi\xe2\x80\xa6"""
2018-08-17 13:32:18,b'RT @StartGrowthHack: From automatic to #autonomous. The @wef shares their vision of #selfdrivingcars and #AutonomousVehicles. #AI #Artifici\xe2\x80\xa6'
2018-08-17 13:31:23,"b'RT @BhanSawan: #AI,#automation,#SelfDrivingCars,#Robotics,#mechanics,#IoT,#Infosec,#Hacking,#NaNoWriMo- #Systems,#predective #analysis all\xe2\x80\xa6'"
2018-08-17 13:30:43,"b'RT @BhanSawan: #AI,#automation,#SelfDrivingCars,#Robotics,#mechanics,#IoT,#Infosec,#Hacking,#NaNoWriMo- #Systems,#predective #analysis all\xe2\x80\xa6'"
2018-08-17 13:30:41,"b""Remember the driver disguised as a car seat? That helped Ford develop a self-driving 'language.'\xe2\x80\xa6 https://t.co/mhtLyBZbPJ"""
2018-08-17 13:28:18,"b""Decades ago, Bosch was researching #selfdrivingcars in Hildesheim, Germany. Today, you can experience how we're tea\xe2\x80\xa6 https://t.co/0ILvlFzBLf"""
2018-08-17 13:25:25,"b""RT @alvinfoo: 4 ways #AI is tackling the world's biggest problems \n\n#Robots #ML #DL #FutureofWork #EmergingTech #IoT #SelfDrivingCars #Auto\xe2\x80\xa6"""
2018-08-17 13:20:25,"b""RT @alvinfoo: 4 ways #AI is tackling the world's biggest problems \n\n#Robots #ML #DL #FutureofWork #EmergingTech #IoT #SelfDrivingCars #Auto\xe2\x80\xa6"""
2018-08-17 13:14:17,"b""RT @MikeQuindazzi: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning\xe2\x80\xa6"""
2018-08-17 13:07:42,b'RT @NtechYel: #Microsoft to acquire #Bonsai in move to build \xe2\x80\x98 #brains \xe2\x80\x99 for #Autonomous #systems\n https://t.co/Kk4Oe4zCCB\n\n#AutonomousVehi\xe2\x80\xa6'
2018-08-17 13:07:00,"b""Learn more about Carcraft, @Waymo's VR testing simulation for autonomous vehicles, where which does 8 million miles\xe2\x80\xa6 https://t.co/20cvd5MtG3"""
2018-08-17 13:05:00,"b'RT @Munsch_Hardt: Dallas Shareholder Jim Jordan says to ""keep it simple"" when drafting autonomous vehicle contracts. Check out all 6 of his\xe2\x80\xa6'"
2018-08-17 13:00:31,"b'Dallas Shareholder Jim Jordan says to ""keep it simple"" when drafting autonomous vehicle contracts. Check out all 6\xe2\x80\xa6 https://t.co/DaqZRBjozZ'"
2018-08-17 13:00:06,"b'RT @Tkarera: \xe2\x80\x98Peak Car\xe2\x80\x99 and the End of an Industry - \nWith the age of #carsharing, battery-powered fleets and #selfdrivingcars upon us, aut\xe2\x80\xa6'"
2018-08-17 12:59:14,"b""RT @MikeQuindazzi: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning\xe2\x80\xa6"""
2018-08-17 12:52:33,"b'RT @MikeQuindazzi: LiDAR #sensors produce accurate, real time #3D maps of the environment for #SelfDrivingCars &gt;&gt; Luminar via @MikeQuindazz\xe2\x80\xa6'"
2018-08-17 12:43:46,"b""RT @JoydeepMookerje: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearni\xe2\x80\xa6"""
2018-08-17 12:43:38,b'RT @alvinfoo: The future of ride sharing with EZ-Go by @Groupe_Renault \n\n#SelfDrivingCars #AutonomousVehicles #ai #IoT #Smartcities\n\n@YuHel\xe2\x80\xa6'
2018-08-17 12:40:00,"b""RT @JoydeepMookerje: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearni\xe2\x80\xa6"""
2018-08-17 12:39:24,"b""RT @alvinfoo: 4 ways #AI is tackling the world's biggest problems \n\n#Robots #ML #DL #FutureofWork #EmergingTech #IoT #SelfDrivingCars #Auto\xe2\x80\xa6"""
2018-08-17 12:38:22,"b'\xe2\x80\x98Peak Car\xe2\x80\x99 and the End of an Industry - \nWith the age of #carsharing, battery-powered fleets and #selfdrivingcars u\xe2\x80\xa6 https://t.co/mlWMVALd4d'"
2018-08-17 12:37:22,"b""4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning\xe2\x80\xa6 https://t.co/jq8TiMDoNe"""
2018-08-17 12:34:17,"b'LiDAR #sensors produce accurate, real time #3D maps of the environment for #SelfDrivingCars &gt;&gt; Luminar via\xe2\x80\xa6 https://t.co/Byapc9UHEk'"
2018-08-17 12:30:13,b'RT @robrecruitsdata: Artificial intelligence: Ready for take-off at an airport near you\n#ArtificialIntelligence #SelfDrivingCars #Robots #m\xe2\x80\xa6'
2018-08-17 12:30:08,b'RT @StartGrowthHack: From automatic to #autonomous. The @wef shares their vision of #selfdrivingcars and #AutonomousVehicles. #AI #Artifici\xe2\x80\xa6'
2018-08-17 12:24:58,"b""RT @MikeQuindazzi: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning\xe2\x80\xa6"""
2018-08-17 12:22:05,"b""RT @alvinfoo: 4 ways #AI is tackling the world's biggest problems \n\n#Robots #ML #DL #FutureofWork #EmergingTech #IoT #SelfDrivingCars #Auto\xe2\x80\xa6"""
2018-08-17 12:19:56,"b'RT @HarbRimah: LiDAR #sensors produce accurate, real time #3D maps of the environment for #SelfDrivingCars &gt;&gt; Luminar via @MikeQuindazzi &gt;&gt;\xe2\x80\xa6'"
2018-08-17 12:09:19,"b'RT @MikeQuindazzi: #ArtificialIntelligence and #MachineLearning are fueled by huge amounts of #BigData, helping to propelsss #SelfDrivingCa\xe2\x80\xa6'"
2018-08-17 12:06:26,b'RT @SCourtneyDC: Talked with @SenGaryPeters today about #motorcycles #RideMI #AVSTART #SelfDrivingCars &amp; where they all intersect. Podcast\xe2\x80\xa6'
2018-08-17 12:00:37,"b""Why Tesla Dropped Nvidia's AI Platform For Self-Driving Cars And Built Its Own via @forbes https://t.co/U10k62Gm0A\xe2\x80\xa6 https://t.co/EsxTSAiTeR"""
2018-08-17 12:00:06,"b'RT @BhanSawan: #AI,#automation,#SelfDrivingCars,#Robotics,#mechanics,#IoT,#Infosec,#Hacking,#NaNoWriMo- #Systems,#predective #analysis all\xe2\x80\xa6'"
2018-08-17 11:56:03,b'Robot cars start delivering groceries in #Arizona https://t.co/KSzo6D9oBr #Kroger #CarNews #TechNews\xe2\x80\xa6 https://t.co/DMm0BWlWuC'
2018-08-17 11:52:13,b'RT @MikeQuindazzi: 6 #EmergingTechnologies providing #AutonomousVehicles with human-like sensing &gt;&gt; @MikeQuindazzi &gt;&gt; #ai #SelfDrivingCars\xe2\x80\xa6'
2018-08-17 11:51:33,"b'RT @MikeQuindazzi: LiDAR #sensors produce accurate, real time #3D maps of the environment for #SelfDrivingCars &gt;&gt; Luminar via @MikeQuindazz\xe2\x80\xa6'"
2018-08-17 11:51:16,"b'RT @MikeQuindazzi: #ArtificialIntelligence and #MachineLearning are fueled by huge amounts of #BigData, helping to propelsss #SelfDrivingCa\xe2\x80\xa6'"
2018-08-17 11:50:46,"b""RT @MikeQuindazzi: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning\xe2\x80\xa6"""
2018-08-17 11:41:33,"b'RT @MikeQuindazzi: LiDAR #sensors produce accurate, real time #3D maps of the environment for #SelfDrivingCars &gt;&gt; Luminar via @MikeQuindazz\xe2\x80\xa6'"
2018-08-17 11:35:28,"b'RT @MikeQuindazzi: #ArtificialIntelligence and #MachineLearning are fueled by huge amounts of #BigData, helping to propelsss #SelfDrivingCa\xe2\x80\xa6'"
2018-08-17 11:33:56,b'RT @marcusborba: Artificial intelligence: Ready for take-off at an airport near you\n#ArtificialIntelligence #SelfDrivingCars #Robots #machi\xe2\x80\xa6'
2018-08-17 11:32:47,"b""RT @MikeQuindazzi: 4 ways #AI is tackling the world's biggest problems &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #Robots #MachineLearning #DeepLearning\xe2\x80\xa6"""
2018-08-17 11:28:46,"b'RT @PaulTheDigit: mt @MikeQuindazzi\n\n#ArtificialIntelligence and #MachineLearning are fueled by huge amounts of #BigData, helping to propel\xe2\x80\xa6'"
2018-08-17 11:27:03,"b'RT @MikeQuindazzi: LiDAR #sensors produce accurate, real time #3D maps of the environment for #SelfDrivingCars &gt;&gt; Luminar via @MikeQuindazz\xe2\x80\xa6'"
